ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_assay,Metadata_genotype,Metadata_minutes,Metadata_wellNum,Metadata_wellNum,Math_area_micronsq,TrackObjects_Label_10
66,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--25min.tif,0,0,inhibitor,corrected2,25,006,006,2821.5,5.0
66,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--25min.tif,0,0,inhibitor,corrected2,25,006,006,25096.5,6.0
66,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--25min.tif,0,0,inhibitor,corrected2,25,006,006,2376.0,7.0
66,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--25min.tif,0,0,inhibitor,corrected2,25,006,006,2373.75,8.0
66,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--25min.tif,0,0,inhibitor,corrected2,25,006,006,2144.25,9.0
67,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--30min.tif,0,0,inhibitor,corrected2,30,006,006,9897.75,1.0
67,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--30min.tif,0,0,inhibitor,corrected2,30,006,006,19440.0,2.0
67,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--30min.tif,0,0,inhibitor,corrected2,30,006,006,19494.0,3.0
67,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--30min.tif,0,0,inhibitor,corrected2,30,006,006,7632.0,4.0
67,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--30min.tif,0,0,inhibitor,corrected2,30,006,006,2722.5,5.0
67,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--30min.tif,0,0,inhibitor,corrected2,30,006,006,24981.75,6.0
67,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--30min.tif,0,0,inhibitor,corrected2,30,006,006,2376.0,7.0
67,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--30min.tif,0,0,inhibitor,corrected2,30,006,006,2333.25,8.0
67,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--30min.tif,0,0,inhibitor,corrected2,30,006,006,2160.0,9.0
68,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--35min.tif,0,0,inhibitor,corrected2,35,006,006,9762.75,1.0
68,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--35min.tif,0,0,inhibitor,corrected2,35,006,006,19341.0,2.0
68,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--35min.tif,0,0,inhibitor,corrected2,35,006,006,19377.0,3.0
68,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--35min.tif,0,0,inhibitor,corrected2,35,006,006,7573.5,4.0
68,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--35min.tif,0,0,inhibitor,corrected2,35,006,006,2625.75,5.0
68,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--35min.tif,0,0,inhibitor,corrected2,35,006,006,24754.5,6.0
68,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--35min.tif,0,0,inhibitor,corrected2,35,006,006,2272.5,7.0
68,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--35min.tif,0,0,inhibitor,corrected2,35,006,006,2218.5,8.0
68,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--35min.tif,0,0,inhibitor,corrected2,35,006,006,2090.25,9.0
69,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--40min.tif,0,0,inhibitor,corrected2,40,006,006,9618.75,1.0
69,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--40min.tif,0,0,inhibitor,corrected2,40,006,006,19210.5,2.0
69,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--40min.tif,0,0,inhibitor,corrected2,40,006,006,19305.0,3.0
69,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--40min.tif,0,0,inhibitor,corrected2,40,006,006,7517.25,4.0
69,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--40min.tif,0,0,inhibitor,corrected2,40,006,006,2412.0,5.0
69,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--40min.tif,0,0,inhibitor,corrected2,40,006,006,24477.75,6.0
69,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--40min.tif,0,0,inhibitor,corrected2,40,006,006,2184.75,7.0
69,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--40min.tif,0,0,inhibitor,corrected2,40,006,006,2128.5,8.0
69,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--40min.tif,0,0,inhibitor,corrected2,40,006,006,1946.25,9.0
70,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--45min.tif,0,0,inhibitor,corrected2,45,006,006,9591.75,1.0
70,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--45min.tif,0,0,inhibitor,corrected2,45,006,006,19233.0,2.0
70,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--45min.tif,0,0,inhibitor,corrected2,45,006,006,19449.0,3.0
70,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--45min.tif,0,0,inhibitor,corrected2,45,006,006,7625.25,4.0
70,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--45min.tif,0,0,inhibitor,corrected2,45,006,006,2400.75,5.0
70,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--45min.tif,0,0,inhibitor,corrected2,45,006,006,24673.5,6.0
70,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--45min.tif,0,0,inhibitor,corrected2,45,006,006,2189.25,7.0
70,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--45min.tif,0,0,inhibitor,corrected2,45,006,006,2166.75,8.0
70,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--45min.tif,0,0,inhibitor,corrected2,45,006,006,1910.25,9.0
71,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--50min.tif,0,0,inhibitor,corrected2,50,006,006,9618.75,1.0
71,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--50min.tif,0,0,inhibitor,corrected2,50,006,006,19271.25,2.0
71,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--50min.tif,0,0,inhibitor,corrected2,50,006,006,19692.0,3.0
71,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--50min.tif,0,0,inhibitor,corrected2,50,006,006,7749.0,4.0
71,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--50min.tif,0,0,inhibitor,corrected2,50,006,006,2457.0,5.0
71,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--50min.tif,0,0,inhibitor,corrected2,50,006,006,24853.5,6.0
71,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--50min.tif,0,0,inhibitor,corrected2,50,006,006,2187.0,7.0
71,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--50min.tif,0,0,inhibitor,corrected2,50,006,006,2148.75,8.0
71,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--50min.tif,0,0,inhibitor,corrected2,50,006,006,1908.0,9.0
72,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--55min.tif,0,0,inhibitor,corrected2,55,006,006,9618.75,1.0
72,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--55min.tif,0,0,inhibitor,corrected2,55,006,006,19485.0,2.0
72,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--55min.tif,0,0,inhibitor,corrected2,55,006,006,19953.0,3.0
72,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--55min.tif,0,0,inhibitor,corrected2,55,006,006,7814.25,4.0
72,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--55min.tif,0,0,inhibitor,corrected2,55,006,006,2441.25,5.0
72,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--55min.tif,0,0,inhibitor,corrected2,55,006,006,25074.0,6.0
72,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--55min.tif,0,0,inhibitor,corrected2,55,006,006,2173.5,7.0
72,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--55min.tif,0,0,inhibitor,corrected2,55,006,006,2115.0,8.0
72,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--55min.tif,0,0,inhibitor,corrected2,55,006,006,1957.5,9.0
